Day,District,timeSlot,level1,level2,level3,level4
22,3,79,204.0,41.0,18.0,12.0
22,3,80,238.0,50.0,18.0,9.0
22,3,81,237.0,49.0,9.0,6.0
22,3,82,,,,
22,3,83,,,,
22,3,84,,,,
22,3,85,,,,
22,3,86,,,,
22,3,87,,,,
22,3,88,,,,
22,3,89,,,,
22,3,90,,,,
22,3,91,221.0,35.0,11.0,6.0
22,3,92,208.0,30.0,10.0,6.0
22,3,93,246.0,35.0,12.0,9.0
22,3,94,,,,
22,3,95,,,,
22,3,96,,,,
22,3,97,,,,
22,3,98,,,,
22,3,99,,,,
22,3,100,,,,
22,3,101,,,,
22,3,102,,,,
22,3,103,241.0,44.0,18.0,1.0
22,3,104,304.0,48.0,20.0,3.0
22,3,105,270.0,52.0,9.0,7.0
22,3,106,,,,
22,3,107,,,,
22,3,108,,,,
22,3,109,,,,
22,3,110,,,,
22,3,111,,,,
22,3,112,,,,
22,3,113,,,,
22,3,114,,,,
22,3,115,243.0,45.0,13.0,7.0
22,3,116,270.0,41.0,14.0,12.0
22,3,117,248.0,49.0,15.0,5.0
22,3,118,,,,
22,3,119,,,,
22,3,120,,,,
22,3,121,,,,
22,3,122,,,,
22,3,123,,,,
22,3,124,,,,
22,3,125,,,,
22,3,126,,,,
22,3,127,242.0,68.0,11.0,6.0
22,3,128,244.0,35.0,16.0,4.0
22,3,129,239.0,48.0,7.0,8.0
22,3,130,,,,
22,3,131,,,,
22,3,132,,,,
22,3,133,,,,
22,3,134,,,,
22,3,135,,,,
22,3,136,,,,
22,3,137,,,,
22,3,138,,,,
22,3,139,238.0,25.0,7.0,6.0
22,3,140,233.0,56.0,11.0,10.0
22,3,141,229.0,23.0,12.0,5.0
22,3,142,,,,
22,3,143,,,,
22,3,144,,,,
22,4,1,,,,
22,4,2,,,,
22,4,3,,,,
22,4,4,,,,
22,4,5,,,,
22,4,6,,,,
22,4,7,,,,
22,4,8,,,,
22,4,9,,,,
22,4,10,,,,
22,4,11,,,,
22,4,12,,,,
22,4,13,,,,
22,4,14,,,,
22,4,15,,,,
22,4,16,,,,
22,4,17,,,,
22,4,18,,,,
22,4,19,,,,
22,4,20,,,,
22,4,21,,,,
22,4,22,,,,
22,4,23,,,,
22,4,24,,,,
22,4,25,,,,
22,4,26,,,,
22,4,27,,,,
22,4,28,,,,
22,4,29,,,,
22,4,30,,,,
22,4,31,,,,
22,4,32,,,,
22,4,33,,,,
22,4,34,,,,
22,4,35,,,,
22,4,36,,,,
22,4,37,,,,
22,4,38,,,,
22,4,39,,,,
22,4,40,,,,
22,4,41,,,,
22,4,42,,,,
22,4,43,697.0,116.0,33.0,36.0
22,4,44,618.0,109.0,34.0,27.0
22,4,45,641.0,157.0,34.0,27.0
22,4,46,,,,
22,4,47,,,,
22,4,48,,,,
22,4,49,,,,
22,4,50,,,,
22,4,51,,,,
22,4,52,,,,
22,4,53,,,,
22,4,54,,,,
22,4,55,841.0,175.0,48.0,44.0
22,4,56,819.0,198.0,58.0,37.0
22,4,57,781.0,189.0,54.0,35.0
22,4,58,,,,
22,4,59,,,,
22,4,60,,,,
22,4,61,,,,
22,4,62,,,,
22,4,63,,,,
22,4,64,,,,
22,4,65,,,,
22,4,66,,,,
22,4,67,752.0,189.0,63.0,43.0
22,4,68,687.0,255.0,90.0,46.0
22,4,69,748.0,251.0,64.0,47.0
22,4,70,,,,
22,4,71,,,,
22,4,72,,,,
22,4,73,,,,
22,4,74,,,,
22,4,75,,,,
22,4,76,,,,
22,4,77,,,,
22,4,78,,,,
22,4,79,777.0,186.0,65.0,42.0
22,4,80,691.0,208.0,69.0,44.0
22,4,81,715.0,177.0,57.0,29.0
22,4,82,,,,
22,4,83,,,,
22,4,84,,,,
22,4,85,,,,
22,4,86,,,,
22,4,87,,,,
22,4,88,,,,
22,4,89,,,,
22,4,90,,,,
22,4,91,737.0,186.0,58.0,30.0
22,4,92,704.0,191.0,48.0,41.0
22,4,93,716.0,175.0,74.0,40.0
22,4,94,,,,
22,4,95,,,,
22,4,96,,,,
22,4,97,,,,
22,4,98,,,,
22,4,99,,,,
22,4,100,,,,
22,4,101,,,,
22,4,102,,,,
22,4,103,749.0,234.0,65.0,50.0
22,4,104,731.0,249.0,51.0,45.0
22,4,105,762.0,279.0,70.0,51.0
22,4,106,,,,
22,4,107,,,,
22,4,108,,,,
22,4,109,,,,
22,4,110,,,,
22,4,111,,,,
22,4,112,,,,
22,4,113,,,,
22,4,114,,,,
22,4,115,732.0,251.0,68.0,25.0
22,4,116,707.0,226.0,52.0,51.0
22,4,117,678.0,289.0,74.0,46.0
22,4,118,,,,
22,4,119,,,,
22,4,120,,,,
22,4,121,,,,
22,4,122,,,,
22,4,123,,,,
22,4,124,,,,
22,4,125,,,,
22,4,126,,,,
22,4,127,733.0,215.0,55.0,31.0
22,4,128,666.0,211.0,41.0,42.0
22,4,129,644.0,177.0,27.0,21.0
22,4,130,,,,
22,4,131,,,,
22,4,132,,,,
22,4,133,,,,
22,4,134,,,,
22,4,135,,,,
22,4,136,,,,
22,4,137,,,,
22,4,138,,,,
22,4,139,664.0,168.0,45.0,30.0
22,4,140,652.0,184.0,45.0,20.0
22,4,141,637.0,117.0,41.0,25.0
22,4,142,,,,
22,4,143,,,,
22,4,144,,,,
22,5,1,,,,
22,5,2,,,,
22,5,3,,,,
22,5,4,,,,
22,5,5,,,,
22,5,6,,,,
22,5,7,,,,
22,5,8,,,,
22,5,9,,,,
22,5,10,,,,
22,5,11,,,,
22,5,12,,,,
22,5,13,,,,
22,5,14,,,,
22,5,15,,,,
22,5,16,,,,
22,5,17,,,,
22,5,18,,,,
22,5,19,,,,
22,5,20,,,,
22,5,21,,,,
22,5,22,,,,
22,5,23,,,,
22,5,24,,,,
22,5,25,,,,
22,5,26,,,,
22,5,27,,,,
22,5,28,,,,
22,5,29,,,,
22,5,30,,,,
22,5,31,,,,
22,5,32,,,,
22,5,33,,,,
22,5,34,,,,
22,5,35,,,,
22,5,36,,,,
22,5,37,,,,
22,5,38,,,,
22,5,39,,,,
22,5,40,,,,
22,5,41,,,,
22,5,42,,,,
22,5,43,90.0,13.0,4.0,0.0
22,5,44,112.0,6.0,4.0,2.0
22,5,45,89.0,13.0,1.0,4.0
22,5,46,,,,
22,5,47,,,,
22,5,48,,,,
22,5,49,,,,
22,5,50,,,,
22,5,51,,,,
22,5,52,,,,
22,5,53,,,,
22,5,54,,,,
22,5,55,102.0,32.0,8.0,10.0
22,5,56,130.0,17.0,7.0,7.0
22,5,57,86.0,21.0,5.0,0.0
22,5,58,,,,
22,5,59,,,,
22,5,60,,,,
22,5,61,,,,
22,5,62,,,,
22,5,63,,,,
22,5,64,,,,
22,5,65,,,,
22,5,66,,,,
22,5,67,129.0,18.0,1.0,1.0
22,5,68,117.0,19.0,2.0,3.0
22,5,69,98.0,35.0,9.0,12.0
22,5,70,,,,
22,5,71,,,,
22,5,72,,,,
22,5,73,,,,
22,5,74,,,,
22,5,75,,,,
22,5,76,,,,
22,5,77,,,,
22,5,78,,,,
22,5,79,90.0,28.0,5.0,0.0
22,5,80,104.0,21.0,6.0,8.0
22,5,81,101.0,24.0,0.0,4.0
22,5,82,,,,
22,5,83,,,,
22,5,84,,,,
22,5,85,,,,
22,5,86,,,,
22,5,87,,,,
22,5,88,,,,
22,5,89,,,,
22,5,90,,,,
22,5,91,129.0,10.0,8.0,2.0
22,5,92,99.0,15.0,2.0,4.0
22,5,93,144.0,9.0,1.0,4.0
22,5,94,,,,
22,5,95,,,,
22,5,96,,,,
22,5,97,,,,
22,5,98,,,,
22,5,99,,,,
22,5,100,,,,
22,5,101,,,,
22,5,102,,,,
22,5,103,143.0,26.0,4.0,4.0
22,5,104,150.0,17.0,2.0,2.0
22,5,105,180.0,15.0,4.0,3.0
22,5,106,,,,
22,5,107,,,,
22,5,108,,,,
22,5,109,,,,
22,5,110,,,,
22,5,111,,,,
22,5,112,,,,
22,5,113,,,,
22,5,114,,,,
22,5,115,158.0,18.0,7.0,2.0
22,5,116,144.0,37.0,5.0,0.0
22,5,117,135.0,10.0,2.0,9.0
22,5,118,,,,
22,5,119,,,,
22,5,120,,,,
22,5,121,,,,
22,5,122,,,,
22,5,123,,,,
22,5,124,,,,
22,5,125,,,,
22,5,126,,,,
22,5,127,142.0,13.0,2.0,1.0
22,5,128,139.0,13.0,3.0,8.0
22,5,129,159.0,22.0,7.0,1.0
22,5,130,,,,
22,5,131,,,,
22,5,132,,,,
22,5,133,,,,
22,5,134,,,,
22,5,135,,,,
22,5,136,,,,
22,5,137,,,,
22,5,138,,,,
22,5,139,118.0,7.0,2.0,2.0
22,5,140,129.0,12.0,4.0,0.0
22,5,141,115.0,12.0,1.0,0.0
22,5,142,,,,
22,5,143,,,,
22,5,144,,,,
22,6,1,,,,
22,6,2,,,,
22,6,3,,,,
22,6,4,,,,
22,6,5,,,,
22,6,6,,,,
22,6,7,,,,
22,6,8,,,,
22,6,9,,,,
22,6,10,,,,
22,6,11,,,,
22,6,12,,,,
22,6,13,,,,
22,6,14,,,,
22,6,15,,,,
22,6,16,,,,
22,6,17,,,,
22,6,18,,,,
22,6,19,,,,
22,6,20,,,,
22,6,21,,,,
22,6,22,,,,
22,6,23,,,,
22,6,24,,,,
22,6,25,,,,
22,6,26,,,,
22,6,27,,,,
22,6,28,,,,
22,6,29,,,,
22,6,30,,,,
22,6,31,,,,
22,6,32,,,,
22,6,33,,,,
22,6,34,,,,
22,6,35,,,,
22,6,36,,,,
22,6,37,,,,
22,6,38,,,,
22,6,39,,,,
22,6,40,,,,
22,6,41,,,,
22,6,42,,,,
22,6,43,312.0,41.0,23.0,30.0
22,6,44,313.0,69.0,23.0,30.0
22,6,45,338.0,66.0,33.0,21.0
22,6,46,,,,
22,6,47,,,,
22,6,48,,,,
22,6,49,,,,
22,6,50,,,,
22,6,51,,,,
22,6,52,,,,
22,6,53,,,,
22,6,54,,,,
22,6,55,307.0,40.0,9.0,24.0
22,6,56,305.0,79.0,14.0,25.0
22,6,57,286.0,27.0,15.0,21.0
22,6,58,,,,
22,6,59,,,,
22,6,60,,,,
22,6,61,,,,
22,6,62,,,,
22,6,63,,,,
22,6,64,,,,
22,6,65,,,,
22,6,66,,,,
22,6,67,302.0,58.0,16.0,27.0
22,6,68,301.0,53.0,19.0,19.0
22,6,69,276.0,68.0,17.0,13.0
22,6,70,,,,
22,6,71,,,,
22,6,72,,,,
22,6,73,,,,
22,6,74,,,,
22,6,75,,,,
22,6,76,,,,
22,6,77,,,,
22,6,78,,,,
22,6,79,318.0,85.0,32.0,28.0
22,6,80,335.0,67.0,10.0,26.0
22,6,81,287.0,54.0,14.0,11.0
22,6,82,,,,
22,6,83,,,,
22,6,84,,,,
22,6,85,,,,
22,6,86,,,,
22,6,87,,,,
22,6,88,,,,
22,6,89,,,,
22,6,90,,,,
22,6,91,358.0,68.0,25.0,13.0
22,6,92,347.0,43.0,14.0,17.0
22,6,93,318.0,83.0,12.0,29.0
22,6,94,,,,
22,6,95,,,,
22,6,96,,,,
22,6,97,,,,
22,6,98,,,,
22,6,99,,,,
22,6,100,,,,
22,6,101,,,,
22,6,102,,,,
22,6,103,331.0,66.0,22.0,22.0
22,6,104,360.0,85.0,18.0,29.0
22,6,105,358.0,95.0,29.0,15.0
22,6,106,,,,
22,6,107,,,,
22,6,108,,,,
22,6,109,,,,
22,6,110,,,,
22,6,111,,,,
22,6,112,,,,
22,6,113,,,,
22,6,114,,,,
22,6,115,381.0,132.0,30.0,33.0
22,6,116,353.0,132.0,52.0,30.0
22,6,117,379.0,127.0,45.0,31.0
22,6,118,,,,
22,6,119,,,,
22,6,120,,,,
22,6,121,,,,
22,6,122,,,,
22,6,123,,,,
22,6,124,,,,
22,6,125,,,,
22,6,126,,,,
22,6,127,373.0,99.0,37.0,19.0
22,6,128,343.0,113.0,36.0,33.0
22,6,129,326.0,112.0,30.0,35.0
22,6,130,,,,
22,6,131,,,,
22,6,132,,,,
22,6,133,,,,
22,6,134,,,,
22,6,135,,,,
22,6,136,,,,
22,6,137,,,,
22,6,138,,,,
22,6,139,367.0,87.0,23.0,17.0
22,6,140,359.0,89.0,24.0,16.0
22,6,141,324.0,59.0,33.0,23.0
22,6,142,,,,
22,6,143,,,,
22,6,144,,,,
22,7,1,,,,
22,7,2,,,,
22,7,3,,,,
22,7,4,,,,
22,7,5,,,,
22,7,6,,,,
22,7,7,,,,
22,7,8,,,,
22,7,9,,,,
22,7,10,,,,
22,7,11,,,,
22,7,12,,,,
22,7,13,,,,
22,7,14,,,,
22,7,15,,,,
22,7,16,,,,
22,7,17,,,,
22,7,18,,,,
22,7,19,,,,
22,7,20,,,,
22,7,21,,,,
22,7,22,,,,
22,7,23,,,,
22,7,24,,,,
22,7,25,,,,
22,7,26,,,,
22,7,27,,,,
22,7,28,,,,
22,7,29,,,,
22,7,30,,,,
22,7,31,,,,
22,7,32,,,,
22,7,33,,,,
22,7,34,,,,
22,7,35,,,,
22,7,36,,,,
22,7,37,,,,
22,7,38,,,,
22,7,39,,,,
22,7,40,,,,
22,7,41,,,,
22,7,42,,,,
22,7,43,1656.0,207.0,64.0,42.0
22,7,44,1770.0,283.0,71.0,38.0
22,7,45,1864.0,252.0,75.0,56.0
22,7,46,,,,
22,7,47,,,,
22,7,48,,,,
22,7,49,,,,
22,7,50,,,,
22,7,51,,,,
22,7,52,,,,
22,7,53,,,,
22,7,54,,,,
22,7,55,2043.0,620.0,198.0,119.0
22,7,56,1907.0,654.0,197.0,106.0
22,7,57,1997.0,630.0,212.0,111.0
22,7,58,,,,
22,7,59,,,,
22,7,60,,,,
22,7,61,,,,
22,7,62,,,,
22,7,63,,,,
22,7,64,,,,
22,7,65,,,,
22,7,66,,,,
22,7,67,2052.0,601.0,209.0,102.0
22,7,68,2013.0,616.0,244.0,105.0
22,7,69,2003.0,637.0,187.0,140.0
22,7,70,,,,
22,7,71,,,,
22,7,72,,,,
22,7,73,,,,
22,7,74,,,,
22,7,75,,,,
22,7,76,,,,
22,7,77,,,,
22,7,78,,,,
22,7,79,2002.0,686.0,163.0,160.0
22,7,80,2062.0,628.0,217.0,135.0
22,7,81,2034.0,622.0,185.0,123.0
22,7,82,,,,
22,7,83,,,,
22,7,84,,,,
22,7,85,,,,
22,7,86,,,,
22,7,87,,,,
22,7,88,,,,
22,7,89,,,,
22,7,90,,,,
22,7,91,1873.0,634.0,212.0,152.0
22,7,92,1932.0,638.0,229.0,158.0
22,7,93,1872.0,588.0,193.0,167.0
22,7,94,,,,
22,7,95,,,,
22,7,96,,,,
22,7,97,,,,
22,7,98,,,,
22,7,99,,,,
22,7,100,,,,
22,7,101,,,,
22,7,102,,,,
22,7,103,1978.0,698.0,206.0,115.0
22,7,104,1850.0,669.0,210.0,97.0
22,7,105,1821.0,710.0,240.0,108.0
22,7,106,,,,
22,7,107,,,,
22,7,108,,,,
22,7,109,,,,
22,7,110,,,,
22,7,111,,,,
22,7,112,,,,
22,7,113,,,,
22,7,114,,,,
22,7,115,1881.0,615.0,167.0,100.0
22,7,116,1963.0,526.0,173.0,95.0
22,7,117,1996.0,540.0,159.0,75.0
22,7,118,,,,
22,7,119,,,,
22,7,120,,,,
22,7,121,,,,
22,7,122,,,,
22,7,123,,,,
22,7,124,,,,
22,7,125,,,,
22,7,126,,,,
22,7,127,1976.0,427.0,144.0,87.0
22,7,128,1965.0,482.0,125.0,87.0
22,7,129,1941.0,487.0,146.0,87.0
22,7,130,,,,
22,7,131,,,,
22,7,132,,,,
22,7,133,,,,
22,7,134,,,,
22,7,135,,,,
22,7,136,,,,
22,7,137,,,,
22,7,138,,,,
22,7,139,1931.0,381.0,126.0,79.0
22,7,140,1900.0,351.0,114.0,65.0
22,7,141,1851.0,334.0,105.0,44.0
22,7,142,,,,
22,7,143,,,,
22,7,144,,,,
22,8,1,,,,
22,8,2,,,,
22,8,3,,,,
22,8,4,,,,
22,8,5,,,,
22,8,6,,,,
22,8,7,,,,
22,8,8,,,,
22,8,9,,,,
22,8,10,,,,
22,8,11,,,,
22,8,12,,,,
22,8,13,,,,
22,8,14,,,,
22,8,15,,,,
22,8,16,,,,
22,8,17,,,,
22,8,18,,,,
22,8,19,,,,
22,8,20,,,,
22,8,21,,,,
22,8,22,,,,
22,8,23,,,,
22,8,24,,,,
22,8,25,,,,
22,8,26,,,,
22,8,27,,,,
22,8,28,,,,
22,8,29,,,,
22,8,30,,,,
22,8,31,,,,
22,8,32,,,,
22,8,33,,,,
22,8,34,,,,
22,8,35,,,,
22,8,36,,,,
22,8,37,,,,
22,8,38,,,,
22,8,39,,,,
22,8,40,,,,
22,8,41,,,,
22,8,42,,,,
22,8,43,2516.0,315.0,110.0,76.0
22,8,44,2687.0,310.0,108.0,118.0
22,8,45,2713.0,323.0,124.0,96.0
22,8,46,,,,
22,8,47,,,,
22,8,48,,,,
22,8,49,,,,
22,8,50,,,,
22,8,51,,,,
22,8,52,,,,
22,8,53,,,,
22,8,54,,,,
22,8,55,2730.0,613.0,232.0,162.0
22,8,56,2795.0,725.0,214.0,160.0
22,8,57,2674.0,658.0,225.0,155.0
22,8,58,,,,
22,8,59,,,,
22,8,60,,,,
22,8,61,,,,
22,8,62,,,,
22,8,63,,,,
22,8,64,,,,
22,8,65,,,,
22,8,66,,,,
22,8,67,2653.0,647.0,201.0,127.0
22,8,68,2688.0,663.0,212.0,146.0
22,8,69,2715.0,640.0,230.0,163.0
22,8,70,,,,
22,8,71,,,,
22,8,72,,,,
22,8,73,,,,
22,8,74,,,,
22,8,75,,,,
22,8,76,,,,
22,8,77,,,,
22,8,78,,,,
22,8,79,2743.0,551.0,168.0,163.0
22,8,80,2836.0,531.0,180.0,192.0
22,8,81,2787.0,550.0,168.0,126.0
22,8,82,,,,
22,8,83,,,,
22,8,84,,,,
22,8,85,,,,
22,8,86,,,,
22,8,87,,,,
22,8,88,,,,
22,8,89,,,,
22,8,90,,,,
22,8,91,2845.0,526.0,169.0,119.0
22,8,92,2812.0,482.0,175.0,151.0
22,8,93,2819.0,505.0,176.0,124.0
22,8,94,,,,
22,8,95,,,,
22,8,96,,,,
22,8,97,,,,
22,8,98,,,,
22,8,99,,,,
22,8,100,,,,
22,8,101,,,,
22,8,102,,,,
22,8,103,2742.0,614.0,187.0,138.0
22,8,104,2706.0,747.0,206.0,164.0
22,8,105,2744.0,702.0,179.0,157.0
22,8,106,,,,
22,8,107,,,,
22,8,108,,,,
22,8,109,,,,
22,8,110,,,,
22,8,111,,,,
22,8,112,,,,
22,8,113,,,,
22,8,114,,,,
22,8,115,2778.0,738.0,220.0,160.0
22,8,116,2662.0,776.0,217.0,168.0
22,8,117,2782.0,672.0,211.0,167.0
22,8,118,,,,
22,8,119,,,,
22,8,120,,,,
22,8,121,,,,
22,8,122,,,,
22,8,123,,,,
22,8,124,,,,
22,8,125,,,,
22,8,126,,,,
