Day,timeSlot,Weather,Temperature,PM2.5
1,119,2.0,9.0,141.0
1,120,2.0,8.0,141.0
1,121,2.0,9.0,141.0
1,122,,,
1,123,2.0,8.0,141.0
1,124,,,
1,125,2.0,8.0,141.0
1,126,2.0,8.0,133.0
1,127,2.5,8.0,133.0
1,128,2.5,8.0,133.0
1,129,2.0,8.0,133.0
1,130,2.0,8.0,133.0
1,131,2.0,8.0,128.0
1,132,2.0,8.0,128.0
1,133,2.0,8.0,128.0
1,134,2.0,8.0,128.0
1,135,2.0,8.0,128.0
1,136,2.0,8.0,128.0
1,137,2.0,8.0,126.0
1,138,2.0,8.0,126.0
1,139,2.0,8.0,126.0
1,140,2.0,8.0,126.0
1,141,2.0,8.0,126.0
1,142,2.0,8.0,126.0
1,143,2.0,8.0,131.0
1,144,2.0,8.0,131.0
2,1,2.0,8.0,131.0
2,2,2.0,8.0,131.0
2,3,2.0,8.0,131.0
2,4,2.0,8.0,131.0
2,5,2.0,8.0,140.0
2,6,2.0,8.0,140.0
2,7,2.0,8.0,140.0
2,8,2.0,8.0,140.0
2,9,2.0,8.0,140.0
2,10,2.0,8.0,140.0
2,11,2.0,8.0,163.0
2,12,2.0,8.0,163.0
2,13,2.0,8.0,163.0
2,14,2.0,8.0,163.0
2,15,2.0,8.0,163.0
2,16,2.0,8.0,163.0
2,17,2.0,8.0,173.0
2,18,2.0,8.0,173.0
2,19,2.0,8.0,173.0
2,20,2.0,8.0,173.0
2,21,2.0,8.0,173.0
2,22,2.0,8.0,173.0
2,23,2.0,8.0,179.0
2,24,2.0,8.0,179.0
2,25,2.0,8.0,179.0
2,26,2.0,8.0,179.0
2,27,2.0,8.0,179.0
2,28,2.0,8.0,179.0
2,29,2.0,8.0,179.0
2,30,2.0,8.0,179.0
2,31,2.0,8.0,179.0
2,32,2.0,8.0,179.0
2,33,2.0,7.5,179.0
2,34,2.0,7.0,179.0
2,35,2.0,7.0,179.0
2,36,2.0,7.0,174.0
2,37,2.0,7.0,174.0
2,38,2.0,7.0,174.0
2,39,2.0,7.0,174.0
2,40,2.0,7.0,174.0
2,41,2.0,7.0,170.0
2,42,2.0,7.0,170.0
2,43,2.0,7.0,170.0
2,44,2.0,7.0,170.0
2,45,2.0,7.0,170.0
2,46,2.0,7.0,170.0
2,47,2.0,6.5,166.0
2,48,2.0,6.5,166.0
2,49,2.0,7.0,166.0
2,50,2.0,7.0,166.0
2,51,2.0,7.0,166.0
2,52,2.0,7.0,166.0
2,53,2.0,7.5,160.0
2,54,2.0,8.0,160.0
2,55,2.0,8.0,160.0
2,56,2.0,8.0,160.0
2,57,2.0,8.5,160.0
2,58,2.0,9.0,160.0
2,59,2.0,9.0,160.0
2,60,2.5,9.0,160.0
2,61,3.0,9.0,160.0
2,62,3.0,10.0,160.0
2,63,3.0,10.5,160.0
2,64,3.0,11.0,160.0
2,65,3.0,12.0,161.0
2,66,3.0,12.0,161.0
2,67,3.0,12.0,161.0
2,68,3.0,12.5,161.0
2,69,3.0,13.0,161.0
2,70,3.0,13.5,161.0
2,71,3.0,14.0,167.0
2,72,3.0,14.0,167.0
2,73,6.0,15.0,167.0
2,74,5.5,15.0,167.0
2,75,2.0,15.0,167.0
2,76,2.0,15.0,167.0
2,77,2.0,15.0,156.0
2,78,2.0,15.0,156.0
2,79,2.0,15.0,156.0
2,80,2.0,15.0,156.0
2,81,2.0,15.0,156.0
2,82,2.0,15.0,156.0
2,83,2.0,15.0,142.0
2,84,2.0,16.0,142.0
2,85,2.0,16.0,142.0
2,86,2.0,16.0,142.0
2,87,2.0,16.0,142.0
2,88,2.0,16.0,142.0
2,89,2.0,16.0,142.0
2,90,2.0,16.0,114.0
2,91,5.5,16.0,114.0
2,92,5.5,16.5,114.0
2,93,2.0,17.0,114.0
2,94,2.0,17.0,114.0
2,95,2.0,17.5,103.0
2,96,2.0,17.5,103.0
2,97,2.0,17.0,103.0
2,98,2.0,17.0,103.0
2,99,2.0,17.0,103.0
2,100,2.0,17.0,103.0
2,101,2.0,16.5,91.0
2,102,2.0,16.0,91.0
2,103,2.0,15.5,91.0
2,104,2.0,15.0,91.0
2,105,2.0,15.0,91.0
2,106,2.0,14.0,91.0
2,107,2.0,14.0,85.0
2,108,2.0,13.5,85.0
2,109,5.5,14.0,85.0
2,110,5.5,14.0,85.0
2,111,2.0,13.5,85.0
2,112,2.0,13.5,85.0
2,113,2.0,13.5,86.0
2,114,2.0,13.0,86.0
2,115,2.0,13.0,86.0
2,116,2.0,13.0,86.0
2,117,2.0,13.0,86.0
2,118,2.0,13.0,86.0
2,119,2.0,13.0,100.0
2,120,2.0,12.0,100.0
2,121,2.0,13.0,100.0
2,122,2.0,12.5,100.0
2,123,2.0,12.0,100.0
2,124,2.0,12.0,100.0
2,125,2.0,11.5,118.0
2,126,2.0,11.5,118.0
2,127,2.5,12.0,118.0
2,128,2.5,11.0,118.0
2,129,2.0,11.0,118.0
2,130,2.0,11.0,118.0
2,131,2.0,11.0,131.0
2,132,3.0,11.0,131.0
2,133,4.0,11.0,131.0
2,134,4.0,11.0,131.0
2,135,4.0,11.0,131.0
2,136,4.0,11.0,131.0
2,137,4.0,10.5,146.0
2,138,4.0,10.0,146.0
2,139,4.0,10.0,146.0
2,140,4.0,10.5,146.0
2,141,4.0,10.5,146.0
2,142,4.0,10.0,146.0
2,143,4.0,10.0,151.0
2,144,4.0,10.0,151.0
3,1,4.0,10.0,151.0
3,2,4.0,10.0,151.0
3,3,4.0,10.0,151.0
3,4,4.0,10.0,151.0
3,5,4.0,10.0,147.0
3,6,4.0,10.0,147.0
3,7,4.0,10.0,147.0
3,8,4.0,10.0,147.0
3,9,4.0,10.0,147.0
3,10,4.0,10.0,147.0
3,11,4.0,10.0,161.0
3,12,4.0,10.0,161.0
3,13,4.0,10.0,161.0
3,14,4.0,10.0,161.0
3,15,4.0,10.0,161.0
3,16,4.0,10.0,161.0
3,17,4.0,10.0,155.0
3,18,4.0,10.0,155.0
3,19,4.0,10.0,155.0
3,20,4.0,10.0,155.0
3,21,4.0,10.0,155.0
3,22,4.0,10.0,155.0
3,23,4.0,10.0,155.0
3,24,4.0,10.0,155.0
3,25,4.0,10.0,155.0
3,26,4.0,10.0,155.0
3,27,4.0,10.0,155.0
3,28,4.0,10.0,155.0
3,29,4.0,10.0,155.0
3,30,4.0,10.0,148.0
3,31,4.0,10.0,148.0
3,32,4.0,10.0,148.0
3,33,4.0,10.0,148.0
3,34,4.0,10.0,148.0
3,35,4.0,9.5,145.0
3,36,4.0,9.0,145.0
3,37,4.0,9.0,145.0
3,38,4.0,9.0,145.0
3,39,4.0,9.0,145.0
3,40,4.0,9.0,145.0
3,41,4.0,9.0,145.0
3,42,3.0,9.0,142.0
3,43,2.0,9.0,142.0
3,44,2.0,9.0,142.0
3,45,2.0,9.0,142.0
3,46,2.0,9.0,142.0
3,47,2.0,9.0,142.0
3,48,2.0,9.0,139.0
3,49,2.0,9.0,139.0
3,50,2.0,9.0,139.0
3,51,2.0,9.0,139.0
3,52,2.0,9.0,139.0
3,53,2.0,9.5,140.0
3,54,2.0,10.0,140.0
3,55,2.5,10.0,140.0
3,56,2.5,10.0,140.0
3,57,2.0,11.0,140.0
3,58,2.0,11.0,140.0
3,59,2.0,11.0,143.0
3,60,2.0,11.5,143.0
3,61,2.0,13.0,143.0
3,62,2.0,13.0,143.0
3,63,2.0,13.0,143.0
3,64,2.0,13.5,143.0
3,65,2.0,14.0,143.0
3,66,2.0,14.0,146.0
3,67,2.0,14.0,146.0
3,68,2.0,14.5,146.0
3,69,2.0,15.0,146.0
3,70,2.0,15.0,146.0
3,71,2.0,16.0,159.0
3,72,2.0,16.0,159.0
3,73,2.0,16.0,159.0
3,74,2.0,16.5,159.0
3,75,2.0,17.0,159.0
3,76,2.0,17.0,159.0
3,77,2.0,17.0,167.0
3,78,2.0,17.0,167.0
3,79,2.0,17.0,167.0
3,80,2.0,17.0,167.0
3,81,2.0,17.0,167.0
3,82,2.0,18.0,167.0
3,83,2.0,18.0,167.0
3,84,2.0,18.0,167.0
3,85,2.0,18.0,167.0
3,86,2.0,18.5,167.0
3,87,2.0,19.0,167.0
3,88,2.0,19.0,152.0
3,89,2.0,19.0,130.0
3,90,2.0,19.0,130.0
3,91,2.0,19.0,130.0
3,92,2.0,19.0,130.0
3,93,2.0,19.0,130.0
3,94,2.0,19.0,130.0
3,95,2.0,19.0,132.0
3,96,2.0,19.0,132.0
3,97,2.0,19.0,132.0
3,98,2.0,19.0,132.0
3,99,2.0,19.0,132.0
3,100,2.0,19.0,132.0
3,101,2.0,18.0,134.0
3,102,2.0,18.0,134.0
3,103,2.0,18.0,134.0
3,104,2.0,17.0,134.0
3,105,2.0,17.0,134.0
3,106,2.0,17.0,134.0
3,107,2.0,17.0,139.0
3,108,2.0,16.0,139.0
3,109,2.0,16.0,139.0
3,110,2.0,16.0,139.0
3,111,2.0,16.0,139.0
3,112,2.0,15.0,139.0
3,113,2.0,15.0,139.0
3,114,2.0,15.0,153.0
3,115,2.0,15.0,153.0
3,116,2.0,15.0,153.0
3,117,2.0,15.0,153.0
3,118,2.0,15.0,153.0
3,119,2.0,15.0,172.0
3,120,2.0,15.0,172.0
3,121,2.0,15.0,172.0
3,122,2.0,15.0,172.0
3,123,2.0,15.0,172.0
3,124,2.0,15.0,172.0
3,125,2.0,15.0,188.0
3,126,2.0,15.0,188.0
3,127,2.5,15.0,188.0
3,128,2.5,15.0,188.0
3,129,2.0,15.0,188.0
3,130,2.0,15.0,188.0
3,131,2.0,15.0,193.0
3,132,2.0,14.5,193.0
3,133,2.0,14.0,193.0
3,134,2.0,14.0,193.0
3,135,2.0,14.0,193.0
3,136,2.0,14.0,193.0
3,137,2.0,14.0,192.0
3,138,2.0,14.0,192.0
3,139,2.0,14.0,192.0
3,140,2.0,14.0,192.0
3,141,2.0,14.0,192.0
3,142,2.0,14.0,192.0
3,143,2.0,13.5,187.0
3,144,2.0,13.0,187.0
4,1,2.0,13.0,187.0
4,2,2.0,13.0,187.0
4,3,2.0,13.0,187.0
4,4,2.0,13.0,187.0
4,5,2.0,13.0,192.0
4,6,2.0,13.0,192.0
4,7,2.0,13.0,192.0
4,8,2.0,13.0,192.0
4,9,2.0,13.0,192.0
4,10,2.0,13.0,192.0
4,11,2.0,13.0,202.0
4,12,2.0,13.0,202.0
4,13,2.0,13.0,202.0
4,14,2.0,13.0,202.0
4,15,2.0,13.0,202.0
4,16,2.0,13.0,202.0
4,17,2.0,13.0,202.0
4,18,2.0,13.0,202.0
4,19,2.0,13.0,202.0
4,20,2.0,13.0,202.0
4,21,2.0,12.0,202.0
4,22,5.0,12.0,202.0
4,23,8.0,12.0,202.0
4,24,6.0,12.0,202.0
4,25,4.0,12.0,202.0
4,26,4.0,12.0,202.0
4,27,4.0,12.0,202.0
4,28,4.0,12.0,202.0
4,29,4.0,12.0,202.0
4,30,4.0,12.0,202.0
4,31,4.0,12.0,206.0
4,32,4.0,11.5,206.0
4,33,4.0,11.0,206.0
4,34,4.0,11.0,206.0
4,35,4.0,11.5,212.0
4,36,4.0,12.0,212.0
4,37,6.0,12.0,212.0
4,38,6.0,12.0,212.0
4,39,4.0,12.0,212.0
4,40,4.0,12.0,212.0
4,41,4.0,12.0,212.0
4,42,6.0,11.0,212.0
4,43,8.0,11.0,212.0
4,44,8.0,11.0,212.0
4,45,8.0,11.0,212.0
4,46,8.0,11.0,206.0
4,47,8.0,11.0,208.0
4,48,8.0,11.0,208.0
4,49,8.0,11.0,208.0
4,50,8.0,11.5,208.0
4,51,8.0,12.0,208.0
4,52,8.0,12.0,208.0
4,53,8.0,12.0,209.0
4,54,8.0,12.0,209.0
4,55,6.0,12.0,209.0
4,56,6.0,12.0,209.0
4,57,8.0,12.0,209.0
4,58,8.0,12.0,209.0
4,59,8.0,12.0,202.0
4,60,6.0,12.0,202.0
4,61,4.0,12.0,202.0
4,62,4.0,12.0,202.0
4,63,4.0,12.0,202.0
4,64,4.0,12.0,202.0
4,65,4.0,12.0,205.0
4,66,4.0,12.0,205.0
4,67,4.0,12.0,205.0
4,68,4.0,12.0,205.0
4,69,4.0,12.0,205.0
4,70,4.0,13.0,205.0
4,71,4.0,13.0,219.0
4,72,4.0,13.0,219.0
4,73,4.0,12.5,219.0
4,74,4.0,12.0,219.0
4,75,4.0,12.0,219.0
4,76,4.0,12.0,219.0
4,77,4.0,12.0,219.0
4,78,4.0,12.0,217.0
4,79,4.0,12.0,217.0
4,80,4.0,12.0,217.0
4,81,4.0,12.0,217.0
4,82,4.0,12.0,217.0
4,83,4.0,12.0,222.0
4,84,4.0,12.0,222.0
4,85,4.0,12.0,222.0
4,86,4.0,12.0,222.0
4,87,4.0,12.0,222.0
4,88,4.0,12.0,222.0
4,89,4.0,13.0,228.0
4,90,4.0,12.0,228.0
4,91,4.0,12.0,228.0
4,92,4.0,12.0,228.0
4,93,4.0,12.0,228.0
4,94,4.0,12.0,228.0
4,95,4.0,12.0,237.0
4,96,4.0,12.0,237.0
4,97,4.0,13.0,237.0
4,98,4.0,13.0,237.0
4,99,4.0,12.5,237.0
4,100,4.0,12.0,237.0
4,101,4.0,12.0,237.0
4,102,4.0,12.0,237.0
4,103,4.0,12.0,234.0
4,104,4.0,12.0,234.0
4,105,4.0,12.0,234.0
4,106,4.0,12.0,234.0
4,107,4.0,12.0,234.0
4,108,3.5,12.0,241.0
4,109,3.0,12.0,241.0
4,110,3.5,12.0,241.0
4,111,4.0,12.0,241.0
4,112,4.0,12.0,241.0
4,113,4.0,12.0,226.0
4,114,6.0,12.0,226.0
4,115,8.0,12.0,226.0
4,116,8.0,12.0,226.0
4,117,8.0,12.0,226.0
4,118,8.0,12.0,226.0
4,119,8.0,12.0,211.0
4,120,8.0,12.0,211.0
4,121,8.0,12.0,211.0
4,122,6.0,12.0,211.0
4,123,4.0,12.0,211.0
4,124,4.0,12.0,211.0
4,125,4.0,12.0,211.0
4,126,4.0,12.0,211.0
4,127,3.5,12.0,211.0
4,128,3.5,12.0,211.0
4,129,4.0,12.0,211.0
4,130,4.0,12.0,194.0
4,131,4.0,12.0,194.0
4,132,4.0,12.0,194.0
4,133,4.0,12.0,194.0
4,134,4.0,12.0,194.0
4,135,4.0,12.0,194.0
4,136,4.0,12.0,176.0
4,137,4.0,12.0,176.0
4,138,4.0,12.0,176.0
4,139,4.0,12.0,176.0
4,140,4.0,12.0,176.0
4,141,4.0,12.0,176.0
4,142,4.0,12.0,172.0
4,143,4.0,12.0,172.0
4,144,4.0,12.0,170.0
5,1,6.0,12.0,170.0
5,2,6.0,12.0,170.0
5,3,4.0,12.0,170.0
5,4,4.0,12.0,170.0
5,5,6.0,12.0,165.0
5,6,8.0,12.0,165.0
5,7,8.0,12.0,165.0
5,8,8.0,12.0,165.0
5,9,8.0,12.0,165.0
5,10,8.0,11.0,165.0
5,11,8.0,11.0,159.0
5,12,8.0,11.0,159.0
5,13,8.0,11.0,159.0
5,14,8.0,11.0,159.0
5,15,8.0,11.0,159.0
5,16,8.0,11.0,159.0
5,17,8.0,11.0,159.0
5,18,8.0,11.0,148.0
5,19,6.0,11.0,148.0
5,20,6.0,11.0,148.0
5,21,8.0,11.0,148.0
5,22,8.0,11.0,148.0
5,23,8.0,11.0,139.0
5,24,6.0,11.0,139.0
5,25,4.0,11.0,139.0
5,26,4.0,11.0,139.0
5,27,4.0,11.0,139.0
5,28,4.0,11.0,139.0
5,29,4.0,11.0,139.0
5,30,4.0,11.0,139.0
5,31,4.0,11.0,139.0
5,32,4.0,11.0,139.0
5,33,4.0,11.0,139.0
5,34,4.0,11.0,127.0
5,35,4.0,11.0,127.0
5,36,4.0,11.0,127.0
5,37,4.0,11.0,117.0
5,38,4.0,11.0,117.0
5,39,4.0,11.0,117.0
5,40,4.0,10.5,117.0
5,41,4.0,10.0,88.0
5,42,4.0,10.0,88.0
5,43,4.0,10.0,88.0
5,44,4.0,10.0,88.0
5,45,4.0,10.0,88.0
5,46,4.0,10.0,88.0
5,47,4.0,10.0,57.0
5,48,4.0,10.0,57.0
5,49,4.0,10.0,57.0
5,50,4.0,10.0,57.0
5,51,4.0,10.0,57.0
5,52,4.0,10.0,57.0
5,53,4.0,9.5,32.0
5,54,4.0,9.0,32.0
5,55,3.5,9.0,32.0
5,56,3.5,9.0,32.0
5,57,4.0,9.0,32.0
5,58,4.0,9.0,32.0
5,59,4.0,9.0,29.0
5,60,4.0,9.0,29.0
5,61,4.0,9.0,29.0
5,62,4.0,9.0,29.0
5,63,4.0,9.0,29.0
5,64,4.0,9.0,29.0
5,65,4.0,9.0,26.0
5,66,4.0,9.0,26.0
5,67,4.0,9.0,26.0
5,68,4.0,8.0,26.0
5,69,4.0,8.0,26.0
5,70,4.0,8.0,26.0
5,71,4.0,8.0,30.0
5,72,4.0,8.0,30.0
5,73,4.0,8.0,30.0
5,74,4.0,8.0,30.0
5,75,4.0,8.0,30.0
5,76,4.0,8.0,30.0
5,77,4.0,8.0,31.0
5,78,4.0,8.0,31.0
5,79,4.0,8.0,31.0
5,80,4.0,8.0,31.0
5,81,4.0,8.0,31.0
5,82,4.0,8.0,31.0
5,83,4.0,8.0,34.0
5,84,4.0,8.0,34.0
5,85,4.0,8.0,34.0
5,86,4.0,8.0,34.0
5,87,4.0,8.0,34.0
5,88,4.0,8.0,34.0
5,89,4.0,8.0,38.0
5,90,4.0,8.0,38.0
5,91,4.0,8.0,38.0
5,92,4.0,8.0,38.0
5,93,4.0,8.0,38.0
5,94,4.0,8.0,38.0
5,95,4.0,8.0,39.0
5,96,4.0,8.0,39.0
5,97,4.0,8.0,39.0
5,98,4.0,8.0,39.0
5,99,4.0,8.0,39.0
5,100,4.0,8.0,39.0
5,101,4.0,8.0,39.0
5,102,4.0,8.0,40.0
5,103,4.0,8.0,40.0
5,104,4.0,8.0,40.0
5,105,4.0,8.0,40.0
5,106,4.0,8.0,40.0
5,107,4.0,8.0,42.0
5,108,4.0,8.0,42.0
5,109,4.0,8.0,42.0
5,110,4.0,8.0,42.0
5,111,4.0,8.0,42.0
5,112,4.0,8.0,42.0
5,113,4.0,8.0,44.0
5,114,4.0,8.0,44.0
5,115,4.0,8.0,44.0
5,116,4.0,8.0,44.0
5,117,4.0,8.0,44.0
5,118,4.0,8.0,44.0
5,119,4.0,8.0,46.0
5,120,4.0,8.0,46.0
5,121,4.0,8.0,46.0
5,122,4.0,8.0,46.0
5,123,4.0,8.0,46.0
5,124,4.0,8.0,46.0
5,125,4.0,8.0,48.0
5,126,4.0,8.0,48.0
5,127,4.0,8.0,48.0
5,128,4.0,8.0,48.0
5,129,4.0,8.0,48.0
5,130,4.0,8.0,48.0
5,131,4.0,8.0,48.0
5,132,4.0,8.0,48.0
5,133,4.0,8.0,48.0
5,134,4.0,8.0,48.0
5,135,4.0,8.0,48.0
5,136,4.0,8.0,52.0
5,137,4.0,8.0,52.0
5,138,4.0,8.0,52.0
5,139,4.0,8.0,52.0
5,140,4.0,8.0,52.0
5,141,4.0,8.0,52.0
5,142,4.0,8.0,55.0
5,143,4.0,8.0,53.0
5,144,4.0,8.0,53.0
6,1,4.0,8.0,53.0
6,2,4.0,8.0,53.0
6,3,4.0,8.0,53.0
6,4,4.0,8.0,53.0
6,5,6.0,8.0,56.0
6,6,8.0,8.0,56.0
6,7,8.0,8.0,56.0
6,8,8.0,8.0,56.0
6,9,8.0,8.0,56.0
6,10,5.5,8.0,56.0
6,11,3.0,8.0,55.0
6,12,3.0,8.0,55.0
6,13,3.0,8.0,55.0
6,14,3.0,8.0,55.0
6,15,3.0,8.0,55.0
6,16,3.0,8.0,55.0
6,17,3.0,8.0,55.0
6,18,3.0,8.0,45.0
6,19,3.5,7.5,45.0
6,20,3.5,7.0,45.0
6,21,3.0,7.0,45.0
6,22,3.0,7.0,45.0
6,23,3.0,7.0,42.0
6,24,3.5,7.0,42.0
6,25,4.0,7.0,42.0
6,26,4.0,7.0,42.0
6,27,4.0,7.0,42.0
6,28,4.0,7.0,42.0
6,29,4.0,7.0,42.0
6,30,4.0,7.0,42.0
6,31,4.0,7.0,42.0
6,32,4.0,7.0,42.0
6,33,4.0,7.0,42.0
6,34,4.0,7.0,42.0
6,35,4.0,7.0,46.0
6,36,4.0,7.0,46.0
6,37,4.0,7.0,46.0
6,38,4.0,7.0,46.0
6,39,4.0,7.0,46.0
6,40,4.0,7.0,46.0
6,41,4.0,7.0,50.0
6,42,4.0,7.0,50.0
6,43,4.0,7.0,50.0
6,44,4.0,7.0,50.0
6,45,4.0,7.0,50.0
6,46,4.0,7.0,50.0
6,47,4.0,7.0,55.0
6,48,4.0,7.0,55.0
6,49,4.0,7.0,55.0
6,50,4.0,7.0,55.0
6,51,4.0,7.0,55.0
6,52,4.0,7.0,55.0
6,53,4.0,7.0,54.0
6,54,4.0,7.0,54.0
6,55,4.0,7.0,54.0
6,56,4.0,7.0,54.0
6,57,4.0,7.0,54.0
6,58,4.0,7.0,54.0
6,59,4.0,7.0,54.0
6,60,4.0,7.0,54.0
6,61,4.0,7.0,54.0
6,62,4.0,7.0,54.0
6,63,4.0,7.0,54.0
6,64,4.0,7.0,54.0
6,65,4.0,7.0,59.0
6,66,4.0,7.0,59.0
6,67,4.0,7.0,59.0
6,68,4.0,8.0,59.0
6,69,4.0,8.0,59.0
6,70,4.0,8.0,59.0
6,71,4.0,8.0,64.0
6,72,4.0,7.5,64.0
6,73,4.0,7.0,64.0
6,74,4.0,7.0,64.0
6,75,4.0,7.0,64.0
6,76,4.0,7.0,64.0
6,77,4.0,7.0,68.0
6,78,4.0,7.0,68.0
6,79,4.0,7.0,68.0
6,80,4.0,7.0,68.0
6,81,4.0,7.0,68.0
6,82,4.0,7.5,68.0
6,83,4.0,8.0,66.0
6,84,4.0,8.0,66.0
6,85,4.0,8.0,66.0
6,86,4.0,8.0,66.0
6,87,4.0,8.0,66.0
6,88,4.0,8.0,66.0
6,89,4.0,8.0,69.0
6,90,4.0,8.0,69.0
6,91,3.5,8.0,69.0
6,92,3.5,8.0,69.0
6,93,4.0,8.0,69.0
6,94,4.0,8.0,69.0
6,95,4.0,8.0,69.0
6,96,4.0,8.0,69.0
6,97,4.0,8.0,69.0
6,98,4.0,8.0,69.0
6,99,4.0,8.0,69.0
6,100,4.0,8.0,75.0
6,101,4.0,8.0,83.0
6,102,4.0,8.0,83.0
6,103,4.0,8.0,83.0
6,104,4.0,8.0,83.0
6,105,4.0,8.0,83.0
6,106,4.0,8.0,83.0
6,107,4.0,8.0,83.0
6,108,4.0,8.0,83.0
6,109,4.0,8.0,83.0
6,110,4.0,8.0,83.0
6,111,4.0,8.0,83.0
6,112,4.0,8.0,86.0
6,113,4.0,8.0,86.0
6,114,4.0,8.0,85.0
6,115,4.0,8.0,85.0
6,116,4.0,8.0,85.0
6,117,4.0,8.0,85.0
6,118,4.0,8.0,85.0
6,119,4.0,8.0,88.0
6,120,4.0,8.0,88.0
6,121,4.0,8.0,88.0
6,122,4.0,8.0,88.0
6,123,4.0,8.0,88.0
6,124,4.0,8.0,88.0
6,125,4.0,8.0,93.0
6,126,4.0,8.0,93.0
6,127,3.5,7.5,93.0
6,128,3.5,7.0,93.0
6,129,4.0,7.0,93.0
6,130,4.0,7.0,93.0
6,131,4.0,7.0,93.0
6,132,4.0,7.0,93.0
6,133,4.0,7.0,93.0
6,134,4.0,7.0,93.0
6,135,4.0,7.0,93.0
6,136,4.0,7.0,93.0
6,137,4.0,7.0,93.0
6,138,4.0,7.0,93.0
6,139,4.0,7.0,93.0
6,140,4.0,7.0,93.0
6,141,4.0,7.0,93.0
6,142,4.0,7.0,93.0
6,143,4.0,8.0,93.0
6,144,4.0,8.0,93.0
7,1,4.0,8.0,93.0
7,2,4.0,8.0,93.0
7,3,4.0,8.0,93.0
7,4,4.0,8.0,92.0
7,5,4.0,8.0,92.0
7,6,4.0,8.0,92.0
7,7,4.0,8.0,92.0
7,8,4.0,8.0,92.0
7,9,4.0,7.5,92.0
