District	timeSlot	orderNum_valid	price_valid	orderNum_invalid	price_invalid
08f5b445ec6b29deba62e6fd8b0325a6	34	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	35	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	36	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	37	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	38	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	39	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	40	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	41	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	42	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	43	1	70.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	44	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	45	1	12.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	46	2	28.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	47	2	13.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	48	1	24.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	49	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	50	4	20.75	1	18.0
08f5b445ec6b29deba62e6fd8b0325a6	51	2	38.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	52	1	114.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	53	3	20.3333333333	0	
08f5b445ec6b29deba62e6fd8b0325a6	54	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	55	1	11.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	56	1	25.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	57	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	58	1	14.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	59	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	60	1	37.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	61	2	27.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	62	0		1	16.0
08f5b445ec6b29deba62e6fd8b0325a6	63	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	64	2	24.5	1	18.0
08f5b445ec6b29deba62e6fd8b0325a6	65	2	21.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	66	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	67	2	12.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	68	1	8.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	69	1	36.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	70	2	16.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	71	1	51.0	1	51.0
08f5b445ec6b29deba62e6fd8b0325a6	72	1	34.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	73	0		2	31.0
08f5b445ec6b29deba62e6fd8b0325a6	74	1	10.0	2	19.5
08f5b445ec6b29deba62e6fd8b0325a6	75	1	21.0	2	10.5
08f5b445ec6b29deba62e6fd8b0325a6	76	1	7.0	1	48.0
08f5b445ec6b29deba62e6fd8b0325a6	77	3	41.0	1	18.0
08f5b445ec6b29deba62e6fd8b0325a6	78	2	21.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	79	1	34.0	1	18.0
08f5b445ec6b29deba62e6fd8b0325a6	80	0		3	12.0
08f5b445ec6b29deba62e6fd8b0325a6	81	1	21.0	2	14.0
08f5b445ec6b29deba62e6fd8b0325a6	82	1	7.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	83	2	17.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	84	1	7.0	2	9.0
08f5b445ec6b29deba62e6fd8b0325a6	85	2	26.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	86	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	87	3	10.6666666667	3	18.3333333333
08f5b445ec6b29deba62e6fd8b0325a6	88	1	25.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	89	1	17.0	1	38.0
08f5b445ec6b29deba62e6fd8b0325a6	90	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	91	1	7.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	92	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	93	1	26.0	1	18.0
08f5b445ec6b29deba62e6fd8b0325a6	94	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	95	1	24.0	1	8.0
08f5b445ec6b29deba62e6fd8b0325a6	96	1	7.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	97	1	13.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	98	4	15.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	99	2	16.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	100	0		2	61.5
08f5b445ec6b29deba62e6fd8b0325a6	101	6	19.1666666667	1	65.0
08f5b445ec6b29deba62e6fd8b0325a6	102	2	35.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	103	1	25.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	104	4	23.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	105	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	106	3	23.0	2	16.0
08f5b445ec6b29deba62e6fd8b0325a6	107	2	9.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	108	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	109	2	45.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	110	1	22.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	111	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	112	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	113	1	10.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	114	2	24.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	115	1	20.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	116	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	117	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	118	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	119	1	20.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	120	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	121	1	11.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	122	2	19.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	123	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	124	1	13.0	1	16.0
08f5b445ec6b29deba62e6fd8b0325a6	125	2	11.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	126	1	23.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	127	2	19.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	128	3	17.6666666667	0	
08f5b445ec6b29deba62e6fd8b0325a6	129	0		1	40.0
08f5b445ec6b29deba62e6fd8b0325a6	130	2	13.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	131	1	8.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	132	2	15.5	0	
08f5b445ec6b29deba62e6fd8b0325a6	133	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	134	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	135	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	136	0		1	7.0
08f5b445ec6b29deba62e6fd8b0325a6	137	1	8.0	0	
08f5b445ec6b29deba62e6fd8b0325a6	138	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	139	1	40.0	3	60.0
08f5b445ec6b29deba62e6fd8b0325a6	140	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	141	2	26.0	1	35.0
08f5b445ec6b29deba62e6fd8b0325a6	142	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	143	0		0	
08f5b445ec6b29deba62e6fd8b0325a6	144	1	35.0	0	
0a5fef95db34383403d11cb6af937309	1	0		0	
0a5fef95db34383403d11cb6af937309	2	0		1	38.0
0a5fef95db34383403d11cb6af937309	3	0		0	
0a5fef95db34383403d11cb6af937309	4	0		0	
0a5fef95db34383403d11cb6af937309	5	0		0	
0a5fef95db34383403d11cb6af937309	6	0		0	
0a5fef95db34383403d11cb6af937309	7	0		0	
0a5fef95db34383403d11cb6af937309	8	0		0	
0a5fef95db34383403d11cb6af937309	9	0		0	
0a5fef95db34383403d11cb6af937309	10	0		0	
0a5fef95db34383403d11cb6af937309	11	0		0	
0a5fef95db34383403d11cb6af937309	12	0		0	
0a5fef95db34383403d11cb6af937309	13	0		0	
0a5fef95db34383403d11cb6af937309	14	0		0	
0a5fef95db34383403d11cb6af937309	15	0		0	
0a5fef95db34383403d11cb6af937309	16	0		0	
0a5fef95db34383403d11cb6af937309	17	0		0	
0a5fef95db34383403d11cb6af937309	18	0		0	
0a5fef95db34383403d11cb6af937309	19	0		0	
0a5fef95db34383403d11cb6af937309	20	0		0	
0a5fef95db34383403d11cb6af937309	21	0		0	
0a5fef95db34383403d11cb6af937309	22	0		0	
0a5fef95db34383403d11cb6af937309	23	0		0	
0a5fef95db34383403d11cb6af937309	24	0		0	
0a5fef95db34383403d11cb6af937309	25	0		0	
0a5fef95db34383403d11cb6af937309	26	0		0	
0a5fef95db34383403d11cb6af937309	27	0		0	
0a5fef95db34383403d11cb6af937309	28	0		0	
0a5fef95db34383403d11cb6af937309	29	0		0	
0a5fef95db34383403d11cb6af937309	30	0		0	
0a5fef95db34383403d11cb6af937309	31	0		0	
0a5fef95db34383403d11cb6af937309	32	0		0	
0a5fef95db34383403d11cb6af937309	33	0		0	
0a5fef95db34383403d11cb6af937309	34	0		0	
0a5fef95db34383403d11cb6af937309	35	0		0	
0a5fef95db34383403d11cb6af937309	36	0		0	
0a5fef95db34383403d11cb6af937309	37	0		0	
0a5fef95db34383403d11cb6af937309	38	0		0	
0a5fef95db34383403d11cb6af937309	39	0		0	
0a5fef95db34383403d11cb6af937309	40	0		0	
0a5fef95db34383403d11cb6af937309	41	0		0	
0a5fef95db34383403d11cb6af937309	42	1	46.0	0	
0a5fef95db34383403d11cb6af937309	43	0		0	
0a5fef95db34383403d11cb6af937309	44	1	23.0	0	
0a5fef95db34383403d11cb6af937309	45	0		0	
0a5fef95db34383403d11cb6af937309	46	0		0	
0a5fef95db34383403d11cb6af937309	47	0		1	78.0
0a5fef95db34383403d11cb6af937309	48	0		0	
0a5fef95db34383403d11cb6af937309	49	0		0	
0a5fef95db34383403d11cb6af937309	50	0		1	21.0
0a5fef95db34383403d11cb6af937309	51	0		0	
0a5fef95db34383403d11cb6af937309	52	0		1	19.0
0a5fef95db34383403d11cb6af937309	53	0		2	15.5
0a5fef95db34383403d11cb6af937309	54	0		0	
0a5fef95db34383403d11cb6af937309	55	1	14.0	0	
0a5fef95db34383403d11cb6af937309	56	0		0	
0a5fef95db34383403d11cb6af937309	57	0		0	
0a5fef95db34383403d11cb6af937309	58	0		0	
0a5fef95db34383403d11cb6af937309	59	0		0	
0a5fef95db34383403d11cb6af937309	60	1	19.0	0	
0a5fef95db34383403d11cb6af937309	61	0		1	21.0
0a5fef95db34383403d11cb6af937309	62	2	52.0	0	
0a5fef95db34383403d11cb6af937309	63	1	74.0	0	
0a5fef95db34383403d11cb6af937309	64	1	21.0	0	
0a5fef95db34383403d11cb6af937309	65	0		1	32.0
0a5fef95db34383403d11cb6af937309	66	0		0	
0a5fef95db34383403d11cb6af937309	67	0		0	
0a5fef95db34383403d11cb6af937309	68	0		0	
0a5fef95db34383403d11cb6af937309	69	0		0	
0a5fef95db34383403d11cb6af937309	70	0		0	
0a5fef95db34383403d11cb6af937309	71	0		0	
0a5fef95db34383403d11cb6af937309	72	0		1	13.0
0a5fef95db34383403d11cb6af937309	73	0		0	
0a5fef95db34383403d11cb6af937309	74	0		1	13.0
0a5fef95db34383403d11cb6af937309	75	0		0	
0a5fef95db34383403d11cb6af937309	76	1	24.0	0	
0a5fef95db34383403d11cb6af937309	77	0		0	
0a5fef95db34383403d11cb6af937309	78	0		0	
0a5fef95db34383403d11cb6af937309	79	0		2	49.5
0a5fef95db34383403d11cb6af937309	80	0		0	
0a5fef95db34383403d11cb6af937309	81	0		0	
0a5fef95db34383403d11cb6af937309	82	0		0	
0a5fef95db34383403d11cb6af937309	83	0		0	
0a5fef95db34383403d11cb6af937309	84	0		0	
0a5fef95db34383403d11cb6af937309	85	1	9.0	5	126.6
0a5fef95db34383403d11cb6af937309	86	1	125.0	1	125.0
0a5fef95db34383403d11cb6af937309	87	0		0	
0a5fef95db34383403d11cb6af937309	88	1	13.0	0	
0a5fef95db34383403d11cb6af937309	89	0		0	
0a5fef95db34383403d11cb6af937309	90	1	35.0	1	35.0
0a5fef95db34383403d11cb6af937309	91	2	19.0	0	
0a5fef95db34383403d11cb6af937309	92	1	36.0	0	
0a5fef95db34383403d11cb6af937309	93	0		0	
0a5fef95db34383403d11cb6af937309	94	0		1	10.0
0a5fef95db34383403d11cb6af937309	95	1	25.0	0	
0a5fef95db34383403d11cb6af937309	96	0		0	
0a5fef95db34383403d11cb6af937309	97	0		2	46.0
0a5fef95db34383403d11cb6af937309	98	0		0	
0a5fef95db34383403d11cb6af937309	99	1	99.0	0	
0a5fef95db34383403d11cb6af937309	100	3	36.0	0	
0a5fef95db34383403d11cb6af937309	101	3	39.0	0	
0a5fef95db34383403d11cb6af937309	102	0		0	
0a5fef95db34383403d11cb6af937309	103	1	13.0	0	
0a5fef95db34383403d11cb6af937309	104	0		0	
0a5fef95db34383403d11cb6af937309	105	0		2	97.5
0a5fef95db34383403d11cb6af937309	106	0		1	100.0
0a5fef95db34383403d11cb6af937309	107	0		0	
0a5fef95db34383403d11cb6af937309	108	0		1	126.0
0a5fef95db34383403d11cb6af937309	109	0		0	
0a5fef95db34383403d11cb6af937309	110	0		0	
0a5fef95db34383403d11cb6af937309	111	0		1	4.0
0a5fef95db34383403d11cb6af937309	112	2	21.0	0	
0a5fef95db34383403d11cb6af937309	113	0		0	
0a5fef95db34383403d11cb6af937309	114	0		0	
0a5fef95db34383403d11cb6af937309	115	0		0	
0a5fef95db34383403d11cb6af937309	116	0		0	
0a5fef95db34383403d11cb6af937309	117	0		0	
0a5fef95db34383403d11cb6af937309	118	1	6.0	0	
0a5fef95db34383403d11cb6af937309	119	0		0	
0a5fef95db34383403d11cb6af937309	120	2	60.0	0	
0a5fef95db34383403d11cb6af937309	121	0		0	
0a5fef95db34383403d11cb6af937309	122	1	9.0	0	
0a5fef95db34383403d11cb6af937309	123	0		0	
0a5fef95db34383403d11cb6af937309	124	0		0	
0a5fef95db34383403d11cb6af937309	125	1	94.0	2	65.0
0a5fef95db34383403d11cb6af937309	126	1	22.0	0	
0a5fef95db34383403d11cb6af937309	127	0		0	
0a5fef95db34383403d11cb6af937309	128	0		0	
0a5fef95db34383403d11cb6af937309	129	1	8.0	0	
0a5fef95db34383403d11cb6af937309	130	0		0	
0a5fef95db34383403d11cb6af937309	131	0		0	
0a5fef95db34383403d11cb6af937309	132	0		0	
0a5fef95db34383403d11cb6af937309	133	0		0	
0a5fef95db34383403d11cb6af937309	134	0		0	
0a5fef95db34383403d11cb6af937309	135	0		0	
0a5fef95db34383403d11cb6af937309	136	0		0	
0a5fef95db34383403d11cb6af937309	137	0		0	
0a5fef95db34383403d11cb6af937309	138	0		0	
0a5fef95db34383403d11cb6af937309	139	0		0	
0a5fef95db34383403d11cb6af937309	140	0		0	
0a5fef95db34383403d11cb6af937309	141	0		0	
0a5fef95db34383403d11cb6af937309	142	0		0	
0a5fef95db34383403d11cb6af937309	143	0		0	
0a5fef95db34383403d11cb6af937309	144	0		0	
1afd7afbc81ecc1b13886a569d869e8a	1	34	18.4411764706	0	
1afd7afbc81ecc1b13886a569d869e8a	2	31	16.9032258065	5	16.0
1afd7afbc81ecc1b13886a569d869e8a	3	26	19.6538461538	0	
1afd7afbc81ecc1b13886a569d869e8a	4	39	18.2564102564	6	33.6666666667
1afd7afbc81ecc1b13886a569d869e8a	5	15	21.0666666667	2	101.0
1afd7afbc81ecc1b13886a569d869e8a	6	10	13.8	2	14.0
1afd7afbc81ecc1b13886a569d869e8a	7	13	20.5384615385	0	
1afd7afbc81ecc1b13886a569d869e8a	8	8	22.75	0	
1afd7afbc81ecc1b13886a569d869e8a	9	24	28.1666666667	2	39.5
1afd7afbc81ecc1b13886a569d869e8a	10	9	19.2222222222	2	48.5
1afd7afbc81ecc1b13886a569d869e8a	11	7	23.4285714286	3	26.0
1afd7afbc81ecc1b13886a569d869e8a	12	5	21.6	1	24.0
